,heading,text,bias_rating
14590,US added robust 273K jobs in February before virus escalated,"WASHINGTON (AP) — Hiring in the United States jumped in February as employers added 273,000 jobs, evidence that the economy was in strong shape before the coronavirus began to sweep through the nation.
The Labor Department said Friday that the unemployment rate fell to 3.5% last month, matching a 50-year low, down from 3.6% in January.
The monthly job gain comes from a survey of payrolls in the second week of February, predating the viral outbreak. So far, there are few signs that the job market has been affected by...",left
17051,Transcripts detail how FBI debated whether Trump was 'following directions' of Russia,"In the chaotic aftermath at the FBI following Director James Comey's firing, a half-dozen senior FBI officials huddled to set in motion the momentous move to open an investigation into President Donald Trump that included trying to understand why he was acting in ways that seemed to benefit Russia.",left
6685,Not Even Trump Wants to Praise Robert E. Lee,Twentieth-century American presidents lionized the Confederate general. Now the tide is shifting.,left
15037,"Senators fail to reach ‘nuclear option’ deal, but some hopeful as deadline nears","In a rare, private meeting with nearly all 100 senators Monday night, the upper chamber failed to come up with a deal to avert the so-called nuclear option—a partisan threat by Senate Majority Leader Harry Reid that would eliminate filibusters for executive-branch nominees.
But after the nearly four-hour meeting, senators said Reid and Senate Republican Leader Mitch McConnell are expected to keep talking before a Tuesday deadline.",left
13147,Primaries In 4 States Could Impact Battle To Control Congress,"Voters in Pennsylvania, Oregon, Nebraska and Idaho on Tuesday will decide primaries that will set up fall contests. Pennsylvania alone has 5 seats that Democrats are hopeful about picking up.",left
16287,Xbox Live among game services targeted by US and UK spy agencies,"NSA and GCHQ collect gamers' chats and deploy real-life agents into World of Warcraft and Second Life. To the National Security Agency analyst writing a briefing to his superiors, the situation was clear: their current surveillance efforts were lacking something. The agency's impressive arsenal of cable taps and sophisticated hacking attacks was not enough. What it really needed was a horde of undercover Orcs.",left
9522,Thai cave rescue operation suspended after four more boys freed,"Rescuers working at a cave site in northern Thailand have suspended operations for the day after bringing four more boys out of the flooded cave system Monday, according to a witness working with the rescue team, bringing the total number of rescued boys to eight.",left
13291,House Votes to Sue Obama for Overstepping Powers,"The House of Representatives voted on Wednesday to sue President Obama for overstepping the powers of the presidency — a move that has angered conservatives who call it insufficient, emboldened Democrats who say Republicans are being vengeful, and further eroded much of what is left of bipartisanship on Capitol Hill.
In a 225-to-201 party-line vote, Republicans authorized the House to move forward with a lawsuit against Mr. Obama for his application of the Affordable Care Act, which they argue has been selective and intended to delay the law’s most undesirable...",left
15646,New York Times says it is 'deeply sorry' for running anti-Semitic cartoon,"After a barrage of criticism, the New York Times said Sunday it was deeply sorry about publishing an anti-Semitic cartoon depicting Israeli Prime Minister Benjamin Netanyahu as a dog on a leash held by a blind President Donald Trump.
It is promising ""significant changes"" in its decision making process in the wake of the embarrassment.
The cartoon appeared in the opinion section of the international print edition of the paper next to a column by Thomas Friedman about immigration.
The Times apology came Sunday afternoon after it issued an earlier...",left
17649,Internal notes show paltry initial enrollment in Obamacare,Six people. That's how many Americans had successfully enrolled in the federal health care exchange by the morning of October 2.,left
16373,Obama will name Ron Klain as Ebola Czar,"President Barack Obama will appoint Ron Klain his ""Ebola czar,"" knowledgeable sources tell CNN.",left
13496,Some in GOP open to discussing Democrats’ proposal to ban device used in Las Vegas attack,"It didn’t work after mass shootings at a nightclub in Orlando, college campuses in Virginia and Oregon, a church in Charleston, or at a movie theater and high school in Colorado. Or after two lawmakers survived assassination attempts. But after a gunman killed 58 people and wounded more than 500 at a Las Vegas concert, Democrats are going to try again to revamp the nation’s gun laws.
And some Republicans signaled that this time may be different.",left
